Name,Symbol
HubSpot Inc. Common Stock,HUBS
Huadi International Group Co. Ltd. Ordinary Shares,HUDI
FSD Pharma Inc. Class B Subordinate Voting Shares,HUGE
USHG Acquisition Corp. Class A Common Stock,HUGS
Huize Holding Limited American Depositary Shares,HUIZ
Humana Inc. Common Stock,HUM
Humacyte Inc. Common Stock,HUMA
Humacyte Inc. Warrant,HUMAW
Huntsman Corporation Common Stock,HUN
Hurco Companies Inc. Common Stock,HURC
Huron Consulting Group Inc. Common Stock,HURN
Houston American Energy Corporation Common Stock,HUSA
Hudson Capital Inc. Ordinary Shares,HUSN
Hut 8 Mining Corp. Common Shares,HUT
HUYA Inc. American depositary shares each  representing one Class A ordinary share,HUYA
HV Bancorp Inc. Common Stock,HVBC
Haverty Furniture Companies Inc. Common Stock,HVT
Haverty Furniture Companies Inc.,HVT/A
Hawthorn Bancshares Inc. Common Stock,HWBK
Hancock Whitney Corporation Common Stock,HWC
Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,HWCPZ
Healthwell Acquisition Corp. I Class A Common Stock,HWEL
Hawkins Inc. Common Stock,HWKN
Hawks Acquisition Corp Class A Common Stock,HWKZ
Howmet Aerospace Inc. Common Stock,HWM
Howmet Aerospace Inc. $3.75 Preferred Stock,HWM^
Hexcel Corporation Common Stock,HXL
Hyster-Yale Materials Handling Inc. Class A Common Stock,HY
Haymaker Acquisition Corp. III Class A common stock,HYAC
Haymaker Acquisition Corp. III Unit,HYACU
Haymaker Acquisition Corp. III Warrant,HYACW
New America High Income Fund Inc. (The) Common Stock,HYB
Hydrofarm Holdings Group Inc. Common Stock,HYFM
Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,HYI
Hyliion Holdings Corp. Class A Common Stock,HYLN
Hycroft Mining Holding Corporation Class A Common Stock,HYMC
Hycroft Mining Holding Corporation Warrants,HYMCL
Hycroft Mining Holding Corporation  Warrant,HYMCW
Hycroft Mining Holding Corporation Warrant,HYMCZ
Hyperfine Inc. Class A Common Stock,HYPR
HyreCar Inc. Common Stock,HYRE
Blackrock Corporate High Yield Fund Inc. Common Stock,HYT
Hywin Holdings Ltd. American Depositary Shares,HYW
Hyzon Motors Inc. Class A Common Stock,HYZN
Hyzon Motors Inc. Warrants,HYZNW
Horizon Global Corporation Common Shares,HZN
Horizon Therapeutics Public Limited Company Ordinary Shares,HZNP
MarineMax Inc.  (FL) Common Stock,HZO
Horizon Acquisition Corporation II Class A Ordinary Shares,HZON
IAA Inc. Common Stock ,IAA
IAC/InterActiveCorp Common Stock,IAC
ION Acquisition Corp 3 Ltd. Class A Ordinary Shares,IACC
Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,IAE
Aberdeen Australia Equity Fund Inc Common Stock,IAF
Iamgold Corporation Ordinary Shares,IAG
Integra LifeSciences Holdings Corporation Common Stock,IART
Integral Ad Science Holding Corp. Common Stock,IAS
Industrias Bachoco S.A.B. de C.V. Common Stock,IBA
Independent Bank Corporation Common Stock,IBCP
Ibere Pharmaceuticals Class A Ordinary Shares,IBER
IBEX Limited Common Shares,IBEX
iBio Inc. Common Stock,IBIO
Interactive Brokers Group Inc. Class A Common Stock,IBKR
International Business Machines Corporation Common Stock,IBM
ICICI Bank Limited Common Stock,IBN
International Bancshares Corporation Common Stock,IBOC
Installed Building Products Inc. Common Stock,IBP
ImmunityBio Inc. Common Stock,IBRX
Independent Bank Group Inc Common Stock,IBTX
iCAD Inc. Common Stock,ICAD
ImmuCell Corporation Common Stock,ICCC
ICC Holdings Inc. Common Stock,ICCH
IceCure Medical Ltd. Ordinary Shares,ICCM
Independence Contract Drilling Inc. Common Stock,ICD
Intercontinental Exchange Inc. Common Stock,ICE
ICF International Inc. Common Stock,ICFI
Ichor Holdings Ordinary Shares,ICHR
ICL Group Ltd. Ordinary Shares,ICL
iClick Interactive Asia Group Limited American Depositary Shares,ICLK
ICON plc Ordinary Shares,ICLR
Investcorp Credit Management BDC Inc. Common Stock,ICMB
Iconic Sports Acquisition Corp. Class A Ordinary Shares,ICNC
Intercept Pharmaceuticals Inc. Common Stock,ICPT
InPoint Commercial Real Estate Income Inc. 6.75% Series A Cumulative Redeemable Preferred Stock,ICR^A
ICU Medical Inc. Common Stock,ICUI
Icosavax Inc. Common Stock,ICVX
PARTS iD Inc. Class A Common Stock,ID
IDACORP Inc. Common Stock,IDA
IDEX Biometrics ASA American Depositary Shares,IDBA
InterDigital Inc. Common Stock,IDCC
Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,IDE
Ideanomics Inc. Common Stock,IDEX
Intellicheck Inc. Common Stock,IDN
Idera Pharmaceuticals Inc. Common Stock,IDRA
IDT Corporation Class B Common Stock,IDT
IDW Media Holdings Class B Common Stock,IDW
IDEXX Laboratories Inc. Common Stock,IDXX
IDEAYA Biosciences Inc. Common Stock,IDYA
Infrastructure and Energy Alternatives Inc. Common Stock,IEA
Infrastructure and Energy Alternatives Inc. Warrant,IEAWW
Icahn Enterprises L.P. Common Stock,IEP
IES Holdings Inc. Common Stock,IESC
IDEX Corporation Common Stock,IEX
Infobird Co. Ltd Ordinary Shares,IFBD
International Flavors & Fragrances Inc. Common Stock,IFF
India Fund Inc. (The) Common Stock,IFN
InflaRx N.V. Common Stock,IFRX
Intercorp Financial Services Inc. Common Shares,IFS
Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,IGA
IG Acquisition Corp. Class A Common Stock,IGAC
IG Acquisition Corp. Unit,IGACU
IG Acquisition Corp. Warrant,IGACW
Integrity Applications Inc. Common Stock,IGAP
India Globalization Capital Inc. Common Stock,IGC
Voya Global Equity Dividend and Premium Opportunity Fund,IGD
Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,IGI
International General Insurance Holdings Ltd. Ordinary Share,IGIC
International General Insurance Holdings Ltd. Warrants expiring 03/17/2025,IGICW
IGM Biosciences Inc. Common Stock,IGMS
Ignyte Acquisition Corp. Common Stock,IGNY
Ignyte Acquisition Corp. Unit,IGNYU
CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,IGR
International Game Technology Ordinary Shares,IGT
Inception Growth Acquisition Limited Unit,IGTAU
iHuman Inc. American depositary shares each representing five Class A ordinary shares,IH
Independence Holding Company Common Stock,IHC
Voya Emerging Markets High Income Dividend Equity Fund Common Shares,IHD
Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),IHG
Invesco High Income 2023 Target Term Fund Common Shares of Beneficial Interest,IHIT
iHeartMedia Inc. Class A Common Stock,IHRT
IHS Holding Limited Ordinary Shares,IHS
InnSuites Hospitality Trust Shares of Beneficial Interest,IHT
Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share,IHTA
Morgan Stanley India Investment Fund Inc. Common Stock,IIF
Information Services Group Inc. Information Services Group Inc. Common Stock,III
INSU Acquisition Corp. III Class A Common Stock,IIII
INSU Acquisition Corp. III Warrant,IIIIW
Insteel Industries Inc. Common Stock,IIIN
i3 Verticals Inc. Class A Common Stock,IIIV
Invesco Value Municipal Income Trust Common Stock,IIM
Intricon Corporation Common Stock,IIN
Inspira Technologies Oxy B.H.N. Ltd. Ordinary Shares,IINN
Inspira Technologies Oxy B.H.N. Ltd. Warrant,IINNW
Innovative Industrial Properties Inc. Common Stock,IIPR
Innovative Industrial Properties Inc. 9.00% Series A Cumulative Redeemable Preferred Stock,IIPR^A
II-VI Incorporated Common Stock,IIVI
II-VI Incorporated 6.00% Series A Mandatory Convertible Preferred Stock,IIVIP
Ikena Oncology Inc. Common Stock,IKNA
Inhibikase Therapeutics Inc. Common Stock,IKT
Illumina Inc. Common Stock,ILMN
Industrial Logistics Properties Trust Common Shares of Beneficial Interest,ILPT
I-MAB American Depositary Shares,IMAB
IMAC Holdings Inc. Common Stock,IMAC
IMAC Holdings Inc. Warrant,IMACW
International Media Acquisition Corp. Class A Common Stock,IMAQ
International Media Acquisition Corp. Unit,IMAQU
International Media Acquisition Corp. Warrants,IMAQW
Imax Corporation Common Stock,IMAX
iMedia Brands Inc. Class A Common Stock,IMBI
iMedia Brands Inc. 8.5% Senior Notes Due 2026,IMBIL
IM Cannabis Corp. Common Shares,IMCC
Immunocore Holdings plc American Depositary Shares,IMCR
ImmunoGen Inc. Common Stock,IMGN
Imago BioSciences Inc. Common stock,IMGO
Impac Mortgage Holdings Inc. Common Stock ,IMH
Ingles Markets Incorporated Class A Common Stock,IMKTA
Immutep Limited American Depositary Shares,IMMP
Immersion Corporation Common Stock,IMMR
Immix Biopharma Inc. Common Stock,IMMX
Immunome Inc. Common Stock,IMNM
Imperial Oil Limited Common Stock,IMO
ChipMOS TECHNOLOGIES INC. American Depositary Shares,IMOS
Impel NeuroPharma Inc. Common Stock,IMPL
Imperial Petroleum Inc. Common Shares,IMPP
Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,IMPPP
AEA-Bridges Impact Corp. Class A Ordinary Shares,IMPX
IMARA Inc. Common Stock,IMRA
Immuron Limited American Depositary Shares,IMRN
Immuneering Corporation Class A Common Stock,IMRX
Integrated Media Technology Limited Ordinary Shares,IMTE
Immatics N.V. Ordinary Shares,IMTX
Immatics N.V. Warrants,IMTXW
Immunic Inc. Common Stock,IMUX
IMV Inc. Common Shares,IMV
Immunovant Inc. Common Stock,IMVT
International Money Express Inc. Common Stock,IMXI
IN8bio Inc. Common Stock,INAB
First Internet Bancorp Common Stock,INBK
First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,INBKZ
Inhibrx Inc. Common Stock,INBX
Intercure Ltd. Ordinary Shares,INCR
Incyte Corp. Common Stock,INCY
Independent Bank Corp. Common Stock,INDB
indie Semiconductor Inc. Class A Common Stock,INDI
indie Semiconductor Inc. Warrant,INDIW
Indonesia Energy Corporation Limited Ordinary Shares,INDO
Indaptus Therapeutics Inc. Common Stock,INDP
INDUS Realty Trust Inc. (MD) Common Stock,INDT
Informatica Inc. Class A Common Stock,INFA
Infinity Pharmaceuticals Inc. Common Stock,INFI
Infinera Corporation Common Stock,INFN
IHS Markit Ltd. Common Shares,INFO
InfuSystems Holdings Inc. Common Stock,INFU
Infosys Limited American Depositary Shares,INFY
ING Group N.V. Common Stock,ING
Inogen Inc Common Stock,INGN
Ingredion Incorporated Common Stock,INGR
KludeIn I Acquisition Corp. Class A Common Stock,INKA
KludeIn I Acquisition Corp. Warrant,INKAW
MiNK Therapeutics Inc. Common Stock,INKT
InMed Pharmaceuticals Inc. Common Shares,INM
INmune Bio Inc. Common stock,INMB
InMode Ltd. Ordinary Shares,INMD
Summit Hotel Properties Inc. Common Stock,INN
Summit Hotel Properties Inc. 6.250% Series E Cumulative Redeemable Preferred Stock,INN^E
Summit Hotel Properties Inc. 5.875% Series F Cumulative Redeemable Preferred Stock $0.01 par value per share,INN^F
InnovAge Holding Corp. Common Stock,INNV
Inovio Pharmaceuticals Inc. Common Stock,INO
Innodata Inc. Common Stock,INOD
Inpixon Common Stock,INPX
Intelligent Systems Corporation Common Stock,INS
Inspired Entertainment Inc. Common Stock,INSE
Inseego Corp. Common Stock,INSG
Insight Select Income Fund,INSI
Insmed Inc. Common Stock,INSM
Inspire Medical Systems Inc. Common Stock,INSP
Instructure Holdings Inc. Common Stock,INST
International Seaways Inc. Common Stock ,INSW
World Fuel Services Corporation Common Stock,INT
Intapp Inc. Common Stock,INTA
Intel Corporation Common Stock,INTC
Integral Acquisition Corporation 1 Class A Common Stock,INTE
Integral Acquisition Corporation 1 Unit,INTEU
Integral Acquisition Corporation 1 Warrants,INTEW
Intergroup Corporation (The) Common Stock,INTG
inTest Corporation Common Stock,INTT
Intuit Inc. Common Stock,INTU
Intrusion Inc. Common Stock,INTZ
Inuvo Inc.,INUV
Innoviva Inc. Common Stock,INVA
Identiv Inc. Common Stock,INVE
Invitation Homes Inc. Common Stock,INVH
INVO BioScience Inc. Common Stock,INVO
Innoviz Technologies Ltd. Ordinary shares,INVZ
Innoviz Technologies Ltd. Warrant,INVZW
Inozyme Pharma Inc. Common Stock,INZY
Ion Geophysical Corporation Common Stock,IO
Innovative International Acquisition Corp. Unit,IOACU
IO Biotech Inc. Common Stock,IOBT
Assure Holdings Corp. Common Stock,IONM
IonQ Inc. Common Stock,IONQ
Ionis Pharmaceuticals Inc. Common Stock,IONS
Income Opportunity Realty Investors Inc. Common Stock,IOR
Innospec Inc. Common Stock,IOSP
Samsara Inc. Class A Common Stock,IOT
Iovance Biotherapeutics Inc. Common Stock,IOVA
International Paper Company Common Stock,IP
ImmunoPrecise Antibodies Ltd. Common Stock,IPA
Inter Parfums Inc. Common Stock,IPAR
Inflection Point Acquisition Corp. Class A Ordinary Share,IPAX
Professional Diversity Network Inc. Common Stock,IPDN
Interpublic Group of Companies Inc. (The) Common Stock,IPG
IPG Photonics Corporation Common Stock,IPGP
Innate Pharma S.A. ADS,IPHA
Intrepid Potash Inc Common Stock,IPI
Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares,IPOD
Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares,IPOF
Century Therapeutics Inc. Common Stock,IPSC
InterPrivate II Acquisition Corp. Class A Common Stock,IPVA
InterPrivate III Financial Partners Inc. Class A Common Stock,IPVF
InterPrivate IV InfraTech Partners Inc. Class A Common Stock,IPVI
InterPrivate IV InfraTech Partners Inc. Units,IPVIU
InterPrivate IV InfraTech Partners Inc. Warrant,IPVIW
iPower Inc. Common Stock,IPW
Ideal Power Inc. Common Stock,IPWR
iQIYI Inc. American Depositary Shares,IQ
Invesco Quality Municipal Income Trust Common Stock,IQI
Intelligent Medicine Acquisition Corp. Unit,IQMDU
IQVIA Holdings Inc. Common Stock,IQV
Ingersoll Rand Inc. Common Stock,IR
iRobot Corporation Common Stock,IRBT
IRSA Propiedades Comerciales S.A. American Depositary Shares,IRCP
Iridium Communications Inc Common Stock,IRDM
Iris Energy Limited Ordinary Shares,IREN
IRIDEX Corporation Common Stock,IRIX
New Ireland Fund Inc (The) Common Stock,IRL
Iron Mountain Incorporated (Delaware)Common Stock REIT,IRM
iRadimed Corporation Common Stock,IRMD
IronNet Inc. Common Stock,IRNT
IF Bancorp Inc. Common Stock,IROQ
IRSA Inversiones Y Representaciones S.A. Common Stock,IRS
Independence Realty Trust Inc. Common Stock,IRT
iRhythm Technologies Inc. Common Stock,IRTC
Ironwood Pharmaceuticals Inc. Class A Common Stock,IRWD
ironSource Ltd. Class A Ordinary Shares,IS
Iron Spark I Inc. Class A Common Stock,ISAA
Investors Bancorp Inc. Common Stock,ISBC
PGIM High Yield Bond Fund Inc.,ISD
Issuer Direct Corporation Common Stock,ISDR
IVERIC bio Inc. Common Stock,ISEE
Insignia Systems Inc. Common Stock,ISIG
Isleworth Healthcare Acquisition Corporation Common stock,ISLE
Isleworth Healthcare Acquisition Corporation Warrant,ISLEW
IsoPlexis Corporation Common Stock,ISO
iSpecimen Inc. Common Stock,ISPC
IsoRay Inc. Common Stock (DE),ISR
Intuitive Surgical Inc. Common Stock,ISRG
Innovative Solutions and Support Inc. Common Stock,ISSC
Investar Holding Corporation Common Stock,ISTR
iSun Inc. Common Stock,ISUN
Gartner Inc. Common Stock,IT
Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value),ITCB
Intra-Cellular Therapies Inc. Common Stock,ITCI
Integer Holdings Corporation Common Stock,ITGR
ITHAX Acquisition Corp. Class A Ordinary Shares,ITHX
ITHAX Acquisition Corp. Unit,ITHXU
ITHAX Acquisition Corp. Warrant,ITHXW
Iteris Inc. Common Stock,ITI
Investors Title Company Common Stock,ITIC
iTeos Therapeutics Inc. Common Stock,ITOS
IT Tech Packaging Inc. Common Stock,ITP
Itiquira Acquisition Corp. Class A Ordinary Shares,ITQ
Itiquira Acquisition Corp. Warrant,ITQRW
Integra Resources Corp. Common Shares,ITRG
Itron Inc. Common Stock,ITRI
Iterum Therapeutics plc Ordinary Share,ITRM
Ituran Location and Control Ltd. Ordinary Shares,ITRN
ITT Inc. Common Stock ,ITT
Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),ITUB
Illinois Tool Works Inc. Common Stock,ITW
Inventiva S.A. American Depository Shares,IVA
Intevac Inc. Common Stock,IVAC
Ivanhoe Capital Acquisition Corp. Class A Ordinary Shares,IVAN
Invacare Corporation Common Stock,IVC
Investcorp Europe Acquisition Corp I Unit,IVCBU
Swiftmerge Acquisition Corp. Unit,IVCPU
Delaware Ivy High Income Opportunities Fund,IVH
INVESCO MORTGAGE CAPITAL INC Common Stock,IVR
Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,IVR^B
INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,IVR^C
InvenTrust Properties Corp. Common Stock,IVT
Invesco Ltd Common Stock,IVZ
Orix Corp Ads Common Stock,IX
IX Acquisition Corp. Class A Ordinary Share,IXAQ
IX Acquisition Corp. Unit,IXAQU
IX Acquisition Corp. Warrant,IXAQW
IZEA Worldwide Inc. Common Stock,IZEA
Jacobs Engineering Group Inc. Common Stock,J
Jack In The Box Inc. Common Stock,JACK
Jaguar Health Inc. Common Stock,JAGX
JAKKS Pacific Inc. Common Stock,JAKK
Jamf Holding Corp. Common Stock,JAMF
JanOne Inc. Common Stock (NV),JAN
Janux Therapeutics Inc. Common Stock,JANX
Jupiter Acquisition Corporation Common stock,JAQC
Jupiter Acquisition Corporation Warrants,JAQCW
JATT Acquisition Corp Class A Ordinary Shares,JATT
Jazz Pharmaceuticals plc Common Stock (Ireland),JAZZ
JBG SMITH Properties Common Shares ,JBGS
J.B. Hunt Transport Services Inc. Common Stock,JBHT
Janus International Group Inc. Common Stock,JBI
Jabil Inc. Common Stock,JBL
JetBlue Airways Corporation Common Stock,JBLU
John B. Sanfilippo & Son Inc. Common Stock,JBSS
John Bean Technologies Corporation Common Stock,JBT
Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,JCE
Johnson Controls International plc Ordinary Share,JCI
Jack Creek Investment Corp. Class A Ordinary Shares,JCIC
Jack Creek Investment Corp. Units,JCICU
Jack Creek Investment Corp. Warrants,JCICW
Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,JCO
Communications Systems Inc. Common Stock,JCS
Jewett-Cameron Trading Company Common Shares,JCTCF
JD.com Inc. American Depositary Shares,JD
Jefferies Financial Group Inc. Common Stock,JEF
JELD-WEN Holding Inc. Common Stock,JELD
Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,JEMD
Aberdeen Japan Equity Fund Inc.  Common Stock,JEQ
Jiayin Group Inc. American Depositary Shares,JFIN
Nuveen Floating Rate Income Fund Common Stock,JFR
9F Inc. American Depositary Shares,JFU
Aurora Mobile Limited American Depositary Shares,JG
Nuveen Global High Income Fund Common Shares of Beneficial Interest,JGH
Nuveen Corporate Income 2023 Target Term Fund,JHAA
Janus Henderson Group plc Ordinary Shares,JHG
John Hancock Investors Trust Common Stock,JHI
John Hancock Income Securities Trust Common Stock,JHS
James Hardie Industries plc American Depositary Shares (Ireland),JHX
J. Jill Inc. Common Stock,JILL
J & J Snack Foods Corp. Common Stock,JJSF
Jack Henry & Associates Inc. Common Stock,JKHY
JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),JKS
Jones Lang LaSalle Incorporated Common Stock,JLL
Nuveen Mortgage and Income Fund,JLS
Maxpro Capital Acquisition Corp. Class A Common Stock,JMAC
Maxpro Capital Acquisition Corp. Units,JMACU
Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,JMIA
Nuveen Multi-Market Income Fund (MA),JMM
Jounce Therapeutics Inc. Common Stock,JNCE
Johnson & Johnson Common Stock,JNJ
Juniper Networks Inc. Common Stock,JNPR
JOANN Inc. Common Stock,JOAN
GEE Group Inc. Common Stock,JOB
51job Inc. American Depositary Shares,JOBS
Joby Aviation Inc. Common Stock,JOBY
St. Joe Company (The) Common Stock,JOE
Japan Smaller Capitalization Fund Inc Common Stock,JOF
JOFF Fintech Acquisition Corp. Class A Common Stock,JOFF
JOFF Fintech Acquisition Corp. Unit,JOFFU
JOFF Fintech Acquisition Corp. Warrant,JOFFW
Johnson Outdoors Inc. Class A Common Stock,JOUT
Jupai Holdings Limited American Depositary Shares each representing six ordinary shares,JP
Nuveen Preferred & Income Opportunities Fund,JPC
Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,JPI
JP Morgan Chase & Co. Common Stock,JPM
J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,JPM^C
J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,JPM^D
J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,JPM^J
J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,JPM^K
J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL,JPM^L
J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock Series MM,JPM^M
Nuveen Preferred & Income Securities Fund,JPS
Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest,JPT
Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,JQC
Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,JRI
China Finance Online Co. Limited American Depositary Shares,JRJC
Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,JRO
Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,JRS
Jerash Holdings (US) Inc. Common Stock,JRSH
James River Group Holdings Ltd. Common Shares,JRVR
Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,JSD
Navient Corporation 6% Senior Notes due December 15 2043,JSM
Jasper Therapeutics Inc. Common Stock,JSPR
Japer Therapeutics Inc. Warrants,JSPRW
Jianpu Technology Inc. American depositary shares,JT
Jaws Juggernaut Acquisition Corporation Class A Ordinary Share,JUGG
Jaws Juggernaut Acquisition Corporation Unit,JUGGU
Jaws Juggernaut Acquisition Corporation Warrant,JUGGW
Juniper II Corp. Class A Common Stock,JUN
Jupiter Wellness Inc. Common Stock,JUPW
Jupiter Wellness Inc. Warrant,JUPWW
Coffee Holding Co. Inc. Common Stock,JVA
John Wiley & Sons Inc.,JW/A
John Wiley & Sons Inc.,JW/B
Jupiter Wellness Acquisition Corp. Unit,JWACU
Jowell Global Ltd. Ordinary Shares,JWEL
Nordstrom Inc. Common Stock,JWN
Jaws Mustang Acquisition Corp. Class A Ordinary Shares,JWSM
Jackson Financial Inc. Class A Common Stock ,JXN
Jiya Acquisition Corp. Class A Common Stock,JYAC
The Joint Corp. Common Stock,JYNT
Jiuzi Holdings Inc. Ordinary Shares,JZXN
Kellogg Company Common Stock,K
Kairous Acquisition Corp. Limited Unit,KACLU
KKR Acquisition Holdings I Corp. Class A Common Stock,KAHC
Kadant Inc Common Stock,KAI
Kismet Acquisition Two Corp. Class A Ordinary Shares,KAII
Kismet Acquisition Two Corp. Warrant,KAIIW
Kairos Acquisition Corp. Class A Ordinary Shares,KAIR
Kairos Acquisition Corp. Unit,KAIRU
Kairos Acquisition Corp. Warrant,KAIRW
Kala Pharmaceuticals Inc. Common Stock,KALA
Kaiser Aluminum Corporation Common Stock,KALU
KalVista Pharmaceuticals Inc. Common Stock,KALV
Kaman Corporation Common Stock,KAMN
KAR Auction Services Inc Common Stock,KAR
Karooooo Ltd. Ordinary Shares,KARO
Kaival Brands Innovations Group Inc. Common Stock,KAVL
KB Financial Group Inc,KB
Kimball International Inc. Class B Common Stock,KBAL
KB Home Common Stock,KBH
Kubient Inc. Common Stock,KBNT
Kubient Inc. Warrant,KBNTW
KBR Inc. Common Stock,KBR
Kingsoft Cloud Holdings Limited American Depositary Shares,KC
Kensington Capital Acquisition Corp. V Class A Ordinary Shares,KCGI
Kyndryl Holdings Inc. Common Stock,KD
Chinook Therapeutics Inc. Common Stock,KDNY
Keurig Dr Pepper Inc. Common Stock,KDP
Kimball Electronics Inc. Common Stock,KE
Kelly Services Inc. Class A Common Stock,KELYA
Kelly Services Inc. Class B Common Stock,KELYB
Kenon Holdings Ltd. Ordinary Shares,KEN
Korea Electric Power Corporation Common Stock,KEP
Kewaunee Scientific Corporation Common Stock,KEQU
Akerna Corp. Common Stock,KERN
Akerna Corp Warrant,KERNW
Kirby Corporation Common Stock,KEX
KeyCorp Common Stock,KEY
KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,KEY^I
KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,KEY^J
KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,KEY^K
Keysight Technologies Inc. Common Stock,KEYS
Korea Fund Inc. (The) New Common Stock,KF
Kentucky First Federal Bancorp Common Stock,KFFB
Kforce Inc. Common Stock,KFRC
Kingsway Financial Services Inc. Common Stock (DE),KFS
Korn Ferry Common Stock,KFY
Kinross Gold Corporation Common Stock,KGC
The Kraft Heinz Company Common Stock,KHC
OrthoPediatrics Corp. Common Stock,KIDS
Kismet Acquisition Three Corp. Class A Ordinary Shares,KIII
Kismet Acquisition Three Corp. Unit,KIIIU
Kismet Acquisition Three Corp. Warrant,KIIIW
Kimco Realty Corporation Common Stock,KIM
Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,KIM^L
Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,KIM^M
Nextdoor Holdings Inc. Class A Common Stock,KIND
Kingstone Companies Inc. Common Stock,KINS
KINS Technology Group Inc. Class A Common Stock,KINZ
KINS Technology Group Inc. Unit,KINZU
KINS Technology Group Inc. Warrant,KINZW
KKR Income Opportunities Fund Common Shares,KIO
Kelso Technologies Inc Ordinary Shares,KIQ
Kirkland's Inc. COMMONSTOCK,KIRK
KKR & Co. Inc. Common Stock,KKR
KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,KKR^C
KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,KKRS
Kirkland Lake Gold Ltd. Common Shares,KL
KLA Corporation Common Stock,KLAC
KL Acquisition Corp Class A Common Stock,KLAQ
KL Acquisition Corp Unit,KLAQU
KL Acquisition Corp Warrant,KLAQW
Kaleido Biosciences Inc. Common Stock,KLDO
Kulicke and Soffa Industries Inc. Common Stock,KLIC
Kaleyra Inc. Common Stock,KLR
Kaltura Inc. Common Stock,KLTR
KLX Energy Services Holdings Inc. Common Stock,KLXE
Kimberly-Clark Corporation Common Stock,KMB
Kamada Ltd. Ordinary Shares,KMDA
Kayne Anderson NextGen Energy & Infrastructure Inc.,KMF
Kinder Morgan Inc. Common Stock,KMI
KemPharm Inc. Common Stock,KMPH
Kemper Corporation,KMPR
Kennametal Inc. Common Stock,KMT
CarMax Inc,KMX
Knowles Corporation Common Stock,KN
KnowBe4 Inc. Class A Common Stock,KNBE
Kandi Technologies Group Inc Common Stock,KNDI
KNOT Offshore Partners LP Common Units representing Limited Partner Interests,KNOP
